Comunidad,Año,Mes,Numero Paradas
Ceuta,2011,Septiembre,11027
Cataluña,2011,Septiembre,600930
Castilla-La Mancha,2011,Septiembre,207595
Extremadura,2012,Abril,138472
Principado de Asturias,2012,Abril,99236
Castilla y León,2012,Abril,231244
Comunidad de Madrid,2012,Abril,531317
Islas Baleares,2012,Abril,89807
Canarias,2012,Abril,288752
Cantabria,2012,Abril,53189
Aragón,2012,Abril,108862
Comunidad Foral de Navarra,2012,Abril,50905
Galicia,2012,Abril,277644
Melilla,2012,Abril,11205
Región de Murcia,2012,Abril,150161
Andalucía,2012,Abril,1049573
La Rioja,2012,Abril,26981
País Vasco,2012,Abril,161896
Comunidad Valenciana,2012,Abril,575667
Ceuta,2012,Abril,12243
Cataluña,2012,Abril,635721
Castilla-La Mancha,2012,Abril,251360
Extremadura,2012,Agosto,136163
Principado de Asturias,2012,Agosto,93943
Castilla y León,2012,Agosto,218373
Comunidad de Madrid,2012,Agosto,527261
Islas Baleares,2012,Agosto,74960
Canarias,2012,Agosto,288666
Cantabria,2012,Agosto,48325
Aragón,2012,Agosto,104369
Comunidad Foral de Navarra,2012,Agosto,48352
Galicia,2012,Agosto,257267
Melilla,2012,Agosto,12277
Región de Murcia,2012,Agosto,148120
Andalucía,2012,Agosto,1026081
La Rioja,2012,Agosto,25782
País Vasco,2012,Agosto,160125
Comunidad Valenciana,2012,Agosto,572009
Ceuta,2012,Agosto,12671
Cataluña,2012,Agosto,622882
Castilla-La Mancha,2012,Agosto,248008
Extremadura,2012,Diciembre,145944
Principado de Asturias,2012,Diciembre,103787
Castilla y León,2012,Diciembre,237259
Comunidad de Madrid,2012,Diciembre,544484
Islas Baleares,2012,Diciembre,95835
Canarias,2012,Diciembre,284915
Cantabria,2012,Diciembre,56341
Aragón,2012,Diciembre,110521
Comunidad Foral de Navarra,2012,Diciembre,51944
Galicia,2012,Diciembre,278787
Melilla,2012,Diciembre,12605
Región de Murcia,2012,Diciembre,154551
Andalucía,2012,Diciembre,1083829
La Rioja,2012,Diciembre,27577
País Vasco,2012,Diciembre,169083
Comunidad Valenciana,2012,Diciembre,569735
Ceuta,2012,Diciembre,12230
Cataluña,2012,Diciembre,646956
Castilla-La Mancha,2012,Diciembre,262340
Extremadura,2012,Enero,138725
Principado de Asturias,2012,Enero,96607
Castilla y León,2012,Enero,219859
Comunidad de Madrid,2012,Enero,511465
Islas Baleares,2012,Enero,98927
Canarias,2012,Enero,273983
Cantabria,2012,Enero,51879
Aragón,2012,Enero,105753
Comunidad Foral de Navarra,2012,Enero,50149
Galicia,2012,Enero,271284
Melilla,2012,Enero,10464
Región de Murcia,2012,Enero,147220
Andalucía,2012,Enero,1008202
La Rioja,2012,Enero,26200
País Vasco,2012,Enero,155867
Comunidad Valenciana,2012,Enero,551793
Ceuta,2012,Enero,11452
Cataluña,2012,Enero,633210
Castilla-La Mancha,2012,Enero,236790
Extremadura,2012,Febrero,138177
Principado de Asturias,2012,Febrero,99353
Castilla y León,2012,Febrero,226084
Comunidad de Madrid,2012,Febrero,526374
Islas Baleares,2012,Febrero,98352
Canarias,2012,Febrero,278898
Cantabria,2012,Febrero,53055
Aragón,2012,Febrero,107913
Comunidad Foral de Navarra,2012,Febrero,51944
Galicia,2012,Febrero,274675
Melilla,2012,Febrero,10840
Región de Murcia,2012,Febrero,151232
Andalucía,2012,Febrero,1044606
La Rioja,2012,Febrero,26530
País Vasco,2012,Febrero,159330
Comunidad Valenciana,2012,Febrero,566131
Ceuta,2012,Febrero,11608
Cataluña,2012,Febrero,641948
Castilla-La Mancha,2012,Febrero,245048
Extremadura,2012,Julio,135272
Principado de Asturias,2012,Julio,93142
Castilla y León,2012,Julio,216494
Comunidad de Madrid,2012,Julio,522421
Islas Baleares,2012,Julio,75524
Canarias,2012,Julio,289785
Cantabria,2012,Julio,47976
Aragón,2012,Julio,103784
Comunidad Foral de Navarra,2012,Julio,48787
Galicia,2012,Julio,260198
Melilla,2012,Julio,12215
Región de Murcia,2012,Julio,144548
Andalucía,2012,Julio,1015716
La Rioja,2012,Julio,26039
País Vasco,2012,Julio,157811
Comunidad Valenciana,2012,Julio,564768
Ceuta,2012,Julio,12719
Cataluña,2012,Julio,614792
Castilla-La Mancha,2012,Julio,245464
Extremadura,2012,Junio,135472
Principado de Asturias,2012,Junio,94850
Castilla y León,2012,Junio,220138
Comunidad de Madrid,2012,Junio,521246
Islas Baleares,2012,Junio,77277
Canarias,2012,Junio,290664
Cantabria,2012,Junio,50950
Aragón,2012,Junio,104859
Comunidad Foral de Navarra,2012,Junio,48813
Galicia,2012,Junio,269203
Melilla,2012,Junio,12145
Región de Murcia,2012,Junio,145223
Andalucía,2012,Junio,1025635
La Rioja,2012,Junio,25852
País Vasco,2012,Junio,158080
Comunidad Valenciana,2012,Junio,564130
Ceuta,2012,Junio,12333
Cataluña,2012,Junio,615576
Castilla-La Mancha,2012,Junio,242823
Extremadura,2012,Marzo,138993
Principado de Asturias,2012,Marzo,99388
Castilla y León,2012,Marzo,229565
Comunidad de Madrid,2012,Marzo,530875
Islas Baleares,2012,Marzo,96122
Canarias,2012,Marzo,283699
Cantabria,2012,Marzo,53482
Aragón,2012,Marzo,109247
Comunidad Foral de Navarra,2012,Marzo,51552
Galicia,2012,Marzo,276795
Melilla,2012,Marzo,11063
Región de Murcia,2012,Marzo,151749
Andalucía,2012,Marzo,1057144
La Rioja,2012,Marzo,26856
País Vasco,2012,Marzo,161918
Comunidad Valenciana,2012,Marzo,572706
Ceuta,2012,Marzo,11841
Cataluña,2012,Marzo,638247
Castilla-La Mancha,2012,Marzo,249625
Extremadura,2012,Mayo,138689
Principado de Asturias,2012,Mayo,97459
Castilla y León,2012,Mayo,229353
Comunidad de Madrid,2012,Mayo,529740
Islas Baleares,2012,Mayo,82514
Canarias,2012,Mayo,293228
Cantabria,2012,Mayo,52953
Aragón,2012,Mayo,107902
Comunidad Foral de Navarra,2012,Mayo,49549
Galicia,2012,Mayo,276608
Melilla,2012,Mayo,12292
Región de Murcia,2012,Mayo,147873
Andalucía,2012,Mayo,1043714
La Rioja,2012,Mayo,26249
País Vasco,2012,Mayo,160908
Comunidad Valenciana,2012,Mayo,573234
Ceuta,2012,Mayo,12342
Cataluña,2012,Mayo,630932
Castilla-La Mancha,2012,Mayo,248583
Extremadura,2012,Noviembre,146174
Principado de Asturias,2012,Noviembre,105216
Castilla y León,2012,Noviembre,239867
Comunidad de Madrid,2012,Noviembre,553762
Islas Baleares,2012,Noviembre,96377
Canarias,2012,Noviembre,289032
Cantabria,2012,Noviembre,55818
Aragón,2012,Noviembre,111436
Comunidad Foral de Navarra,2012,Noviembre,51849
Galicia,2012,Noviembre,276536
Melilla,2012,Noviembre,13113
Región de Murcia,2012,Noviembre,156046
Andalucía,2012,Noviembre,1110801
La Rioja,2012,Noviembre,27520
País Vasco,2012,Noviembre,171069
Comunidad Valenciana,2012,Noviembre,574939
Ceuta,2012,Noviembre,13289
Cataluña,2012,Noviembre,652091
Castilla-La Mancha,2012,Noviembre,262882
Extremadura,2012,Octubre,145718
Principado de Asturias,2012,Octubre,103384
Castilla y León,2012,Octubre,235369
Comunidad de Madrid,2012,Octubre,549354
Islas Baleares,2012,Octubre,87151
Canarias,2012,Octubre,287820
Cantabria,2012,Octubre,53965
Aragón,2012,Octubre,110761
Comunidad Foral de Navarra,2012,Octubre,50993
Galicia,2012,Octubre,267812
Melilla,2012,Octubre,12843
Región de Murcia,2012,Octubre,152991
Andalucía,2012,Octubre,1087248
La Rioja,2012,Octubre,26443
País Vasco,2012,Octubre,168078
Comunidad Valenciana,2012,Octubre,578040
Ceuta,2012,Octubre,13219
Cataluña,2012,Octubre,646306
Castilla-La Mancha,2012,Octubre,256026
Extremadura,2012,Septiembre,141526
Principado de Asturias,2012,Septiembre,99135
Castilla y León,2012,Septiembre,224985
Comunidad de Madrid,2012,Septiembre,536457
Islas Baleares,2012,Septiembre,77677
Canarias,2012,Septiembre,288813
Cantabria,2012,Septiembre,50841
Aragón,2012,Septiembre,106830
Comunidad Foral de Navarra,2012,Septiembre,49677
Galicia,2012,Septiembre,259373
Melilla,2012,Septiembre,12680
Región de Murcia,2012,Septiembre,149569
Andalucía,2012,Septiembre,1055109
La Rioja,2012,Septiembre,24977
País Vasco,2012,Septiembre,164139
Comunidad Valenciana,2012,Septiembre,578907
Ceuta,2012,Septiembre,12892
Cataluña,2012,Septiembre,632457
Castilla-La Mancha,2012,Septiembre,239235
Extremadura,2013,Abril,148887
Principado de Asturias,2013,Abril,107211
Castilla y León,2013,Abril,248845
Comunidad de Madrid,2013,Abril,569030
Islas Baleares,2013,Abril,84041
Canarias,2013,Abril,295824
Cantabria,2013,Abril,58623
Aragón,2013,Abril,116713
Comunidad Foral de Navarra,2013,Abril,54444
Galicia,2013,Abril,290459
Melilla,2013,Abril,12182
Región de Murcia,2013,Abril,157171
Andalucía,2013,Abril,1108022
La Rioja,2013,Abril,28548
País Vasco,2013,Abril,178589
Comunidad Valenciana,2013,Abril,592797
Ceuta,2013,Abril,12624
Cataluña,2013,Abril,656995
Castilla-La Mancha,2013,Abril,268188
Extremadura,2013,Agosto,144333
Principado de Asturias,2013,Agosto,99559
Castilla y León,2013,Agosto,227987
Comunidad de Madrid,2013,Agosto,543905
Islas Baleares,2013,Agosto,69500
Canarias,2013,Agosto,286081
Cantabria,2013,Agosto,49341
Aragón,2013,Agosto,110493
Comunidad Foral de Navarra,2013,Agosto,50725
Galicia,2013,Agosto,257524
Melilla,2013,Agosto,13268
Región de Murcia,2013,Agosto,151152
Andalucía,2013,Agosto,1046483
La Rioja,2013,Agosto,26515
País Vasco,2013,Agosto,173107
Comunidad Valenciana,2013,Agosto,573486
Ceuta,2013,Agosto,13036
Cataluña,2013,Agosto,611658
Castilla-La Mancha,2013,Agosto,250630
Extremadura,2013,Diciembre,145037
Principado de Asturias,2013,Diciembre,100876
Castilla y León,2013,Diciembre,235919
Comunidad de Madrid,2013,Diciembre,535563
Islas Baleares,2013,Diciembre,91215
Canarias,2013,Diciembre,274053
Cantabria,2013,Diciembre,56948
Aragón,2013,Diciembre,110832
Comunidad Foral de Navarra,2013,Diciembre,51488
Galicia,2013,Diciembre,271063
Melilla,2013,Diciembre,12196
Región de Murcia,2013,Diciembre,151084
Andalucía,2013,Diciembre,1033647
La Rioja,2013,Diciembre,27024
País Vasco,2013,Diciembre,167374
Comunidad Valenciana,2013,Diciembre,547360
Ceuta,2013,Diciembre,12673
Cataluña,2013,Diciembre,624872
Castilla-La Mancha,2013,Diciembre,252114
Extremadura,2013,Enero,152100
Principado de Asturias,2013,Enero,107608
Castilla y León,2013,Enero,245877
Comunidad de Madrid,2013,Enero,561919
Islas Baleares,2013,Enero,95509
Canarias,2013,Enero,289517
Cantabria,2013,Enero,58650
Aragón,2013,Enero,114705
Comunidad Foral de Navarra,2013,Enero,55597
Galicia,2013,Enero,290790
Melilla,2013,Enero,11882
Región de Murcia,2013,Enero,158288
Andalucía,2013,Enero,1102398
La Rioja,2013,Enero,28613
País Vasco,2013,Enero,175281
Comunidad Valenciana,2013,Enero,586420
Ceuta,2013,Enero,12197
Cataluña,2013,Enero,661817
Castilla-La Mancha,2013,Enero,271610
Extremadura,2013,Febrero,152267
Principado de Asturias,2013,Febrero,107677
Castilla y León,2013,Febrero,250364
Comunidad de Madrid,2013,Febrero,570039
Islas Baleares,2013,Febrero,93947
Canarias,2013,Febrero,291474
Cantabria,2013,Febrero,59278
Aragón,2013,Febrero,116173
Comunidad Foral de Navarra,2013,Febrero,56524
Galicia,2013,Febrero,292823
Melilla,2013,Febrero,11740
Región de Murcia,2013,Febrero,160068
Andalucía,2013,Febrero,1125120
La Rioja,2013,Febrero,29067
País Vasco,2013,Febrero,178006
Comunidad Valenciana,2013,Febrero,593357
Ceuta,2013,Febrero,12434
Cataluña,2013,Febrero,665176
Castilla-La Mancha,2013,Febrero,274688
Extremadura,2013,Julio,142263
Principado de Asturias,2013,Julio,100491
Castilla y León,2013,Julio,228347
Comunidad de Madrid,2013,Julio,542400
Islas Baleares,2013,Julio,69354
Canarias,2013,Julio,290375
Cantabria,2013,Julio,50045
Aragón,2013,Julio,110262
Comunidad Foral de Navarra,2013,Julio,50979
Galicia,2013,Julio,261102
Melilla,2013,Julio,13448
Región de Murcia,2013,Julio,148460
Andalucía,2013,Julio,1051157
La Rioja,2013,Julio,26675
País Vasco,2013,Julio,171593
Comunidad Valenciana,2013,Julio,568584
Ceuta,2013,Julio,13044
Cataluña,2013,Julio,610429
Castilla-La Mancha,2013,Julio,249806
Extremadura,2013,Junio,143227
Principado de Asturias,2013,Junio,102778
Castilla y León,2013,Junio,233912
Comunidad de Madrid,2013,Junio,545844
Islas Baleares,2013,Junio,70734
Canarias,2013,Junio,293054
Cantabria,2013,Junio,55604
Aragón,2013,Junio,110029
Comunidad Foral de Navarra,2013,Junio,51421
Galicia,2013,Junio,273434
Melilla,2013,Junio,12582
Región de Murcia,2013,Junio,150732
Andalucía,2013,Junio,1065051
La Rioja,2013,Junio,26840
País Vasco,2013,Junio,174013
Comunidad Valenciana,2013,Junio,572373
Ceuta,2013,Junio,12355
Cataluña,2013,Junio,617288
Castilla-La Mancha,2013,Junio,252409
Extremadura,2013,Marzo,152869
Principado de Asturias,2013,Marzo,107350
Castilla y León,2013,Marzo,249405
Comunidad de Madrid,2013,Marzo,571751
Islas Baleares,2013,Marzo,90576
Canarias,2013,Marzo,291672
Cantabria,2013,Marzo,58687
Aragón,2013,Marzo,116855
Comunidad Foral de Navarra,2013,Marzo,56486
Galicia,2013,Marzo,291187
Melilla,2013,Marzo,11870
Región de Murcia,2013,Marzo,159364
Andalucía,2013,Marzo,1126452
La Rioja,2013,Marzo,29371
País Vasco,2013,Marzo,179341
Comunidad Valenciana,2013,Marzo,591125
Ceuta,2013,Marzo,12622
Cataluña,2013,Marzo,664050
Castilla-La Mancha,2013,Marzo,274210
Extremadura,2013,Mayo,146758
Principado de Asturias,2013,Mayo,106029
Castilla y León,2013,Mayo,244089
Comunidad de Madrid,2013,Mayo,560560
Islas Baleares,2013,Mayo,76124
Canarias,2013,Mayo,296362
Cantabria,2013,Mayo,57685
Aragón,2013,Mayo,114763
Comunidad Foral de Navarra,2013,Mayo,53185
Galicia,2013,Mayo,283886
Melilla,2013,Mayo,12374
Región de Murcia,2013,Mayo,153331
Andalucía,2013,Mayo,1081493
La Rioja,2013,Mayo,27519
País Vasco,2013,Mayo,178218
Comunidad Valenciana,2013,Mayo,582126
Ceuta,2013,Mayo,12718
Cataluña,2013,Mayo,642166
Castilla-La Mancha,2013,Mayo,261542
Extremadura,2013,Noviembre,146866
Principado de Asturias,2013,Noviembre,103118
Castilla y León,2013,Noviembre,238807
Comunidad de Madrid,2013,Noviembre,550269
Islas Baleares,2013,Noviembre,91498
Canarias,2013,Noviembre,283378
Cantabria,2013,Noviembre,55718
Aragón,2013,Noviembre,113257
Comunidad Foral de Navarra,2013,Noviembre,51278
Galicia,2013,Noviembre,270854
Melilla,2013,Noviembre,12566
Región de Murcia,2013,Noviembre,153877
Andalucía,2013,Noviembre,1064114
La Rioja,2013,Noviembre,27138
País Vasco,2013,Noviembre,174700
Comunidad Valenciana,2013,Noviembre,561618
Ceuta,2013,Noviembre,12783
Cataluña,2013,Noviembre,638344
Castilla-La Mancha,2013,Noviembre,258725
Extremadura,2013,Octubre,148709
Principado de Asturias,2013,Octubre,103290
Castilla y León,2013,Octubre,239596
Comunidad de Madrid,2013,Octubre,552758
Islas Baleares,2013,Octubre,82486
Canarias,2013,Octubre,284309
Cantabria,2013,Octubre,54678
Aragón,2013,Octubre,114040
Comunidad Foral de Navarra,2013,Octubre,50922
Galicia,2013,Octubre,268225
Melilla,2013,Octubre,13475
Región de Murcia,2013,Octubre,153347
Andalucía,2013,Octubre,1069011
La Rioja,2013,Octubre,26101
País Vasco,2013,Octubre,178267
Comunidad Valenciana,2013,Octubre,569947
Ceuta,2013,Octubre,13356
Cataluña,2013,Octubre,633832
Castilla-La Mancha,2013,Octubre,255034
Extremadura,2013,Septiembre,147693
Principado de Asturias,2013,Septiembre,101922
Castilla y León,2013,Septiembre,233799
Comunidad de Madrid,2013,Septiembre,547701
Islas Baleares,2013,Septiembre,72398
Canarias,2013,Septiembre,284072
Cantabria,2013,Septiembre,51865
Aragón,2013,Septiembre,110268
Comunidad Foral de Navarra,2013,Septiembre,50407
Galicia,2013,Septiembre,260733
Melilla,2013,Septiembre,13713
Región de Murcia,2013,Septiembre,151475
Andalucía,2013,Septiembre,1049456
La Rioja,2013,Septiembre,25915
País Vasco,2013,Septiembre,176486
Comunidad Valenciana,2013,Septiembre,573715
Ceuta,2013,Septiembre,13236
Cataluña,2013,Septiembre,620911
Castilla-La Mancha,2013,Septiembre,238590
Extremadura,2014,Abril,142987
Principado de Asturias,2014,Abril,101005
Castilla y León,2014,Abril,234133
Comunidad de Madrid,2014,Abril,535914
Islas Baleares,2014,Abril,75789
Canarias,2014,Abril,276786
Cantabria,2014,Abril,53209
Aragón,2014,Abril,105374
Comunidad Foral de Navarra,2014,Abril,50745
Galicia,2014,Abril,270144
Melilla,2014,Abril,12781
Región de Murcia,2014,Abril,143717
Andalucía,2014,Abril,1051780
La Rioja,2014,Abril,26728
País Vasco,2014,Abril,178073
Comunidad Valenciana,2014,Abril,546277
Ceuta,2014,Abril,13388
Cataluña,2014,Abril,611822
Castilla-La Mancha,2014,Abril,253649
Extremadura,2014,Agosto,135160
Principado de Asturias,2014,Agosto,93293
Castilla y León,2014,Agosto,211700
Comunidad de Madrid,2014,Agosto,508153
Islas Baleares,2014,Agosto,62382
Canarias,2014,Agosto,266668
Cantabria,2014,Agosto,45859
Aragón,2014,Agosto,103032
Comunidad Foral de Navarra,2014,Agosto,46202
Galicia,2014,Agosto,236939
Melilla,2014,Agosto,13158
Región de Murcia,2014,Agosto,141811
Andalucía,2014,Agosto,1018432
La Rioja,2014,Agosto,24460
País Vasco,2014,Agosto,169188
Comunidad Valenciana,2014,Agosto,531471
Ceuta,2014,Agosto,13357
Cataluña,2014,Agosto,571616
Castilla-La Mancha,2014,Agosto,235049
Extremadura,2014,Diciembre,141002
Principado de Asturias,2014,Diciembre,96634
Castilla y León,2014,Diciembre,222851
Comunidad de Madrid,2014,Diciembre,498649
Islas Baleares,2014,Diciembre,83560
Canarias,2014,Diciembre,260682
Cantabria,2014,Diciembre,50446
Aragón,2014,Diciembre,101572
Comunidad Foral de Navarra,2014,Diciembre,47786
Galicia,2014,Diciembre,251918
Melilla,2014,Diciembre,12685
Región de Murcia,2014,Diciembre,142244
Andalucía,2014,Diciembre,1009683
La Rioja,2014,Diciembre,25281
País Vasco,2014,Diciembre,165771
Comunidad Valenciana,2014,Diciembre,511164
Ceuta,2014,Diciembre,12595
Cataluña,2014,Diciembre,575948
Castilla-La Mancha,2014,Diciembre,237240
Extremadura,2014,Enero,152618
Principado de Asturias,2014,Enero,104732
Castilla y León,2014,Enero,242939
Comunidad de Madrid,2014,Enero,547353
Islas Baleares,2014,Enero,90735
Canarias,2014,Enero,276034
Cantabria,2014,Enero,58313
Aragón,2014,Enero,114819
Comunidad Foral de Navarra,2014,Enero,53163
Galicia,2014,Enero,281077
Melilla,2014,Enero,12576
Región de Murcia,2014,Enero,154320
Andalucía,2014,Enero,1059720
La Rioja,2014,Enero,27846
País Vasco,2014,Enero,174171
Comunidad Valenciana,2014,Enero,559523
Ceuta,2014,Enero,12904
Cataluña,2014,Enero,633871
Castilla-La Mancha,2014,Enero,257721
Extremadura,2014,Febrero,150622
Principado de Asturias,2014,Febrero,103799
Castilla y León,2014,Febrero,241729
Comunidad de Madrid,2014,Febrero,549514
Islas Baleares,2014,Febrero,89218
Canarias,2014,Febrero,275551
Cantabria,2014,Febrero,56913
Aragón,2014,Febrero,109774
Comunidad Foral de Navarra,2014,Febrero,53082
Galicia,2014,Febrero,280071
Melilla,2014,Febrero,12635
Región de Murcia,2014,Febrero,153211
Andalucía,2014,Febrero,1069394
La Rioja,2014,Febrero,27763
País Vasco,2014,Febrero,176036
Comunidad Valenciana,2014,Febrero,560438
Ceuta,2014,Febrero,12994
Cataluña,2014,Febrero,629586
Castilla-La Mancha,2014,Febrero,260156
Extremadura,2014,Julio,134279
Principado de Asturias,2014,Julio,92387
Castilla y León,2014,Julio,214399
Comunidad de Madrid,2014,Julio,505978
Islas Baleares,2014,Julio,62123
Canarias,2014,Julio,268422
Cantabria,2014,Julio,46730
Aragón,2014,Julio,102153
Comunidad Foral de Navarra,2014,Julio,46747
Galicia,2014,Julio,240279
Melilla,2014,Julio,13285
Región de Murcia,2014,Julio,139101
Andalucía,2014,Julio,1019499
La Rioja,2014,Julio,24642
País Vasco,2014,Julio,167393
Comunidad Valenciana,2014,Julio,524099
Ceuta,2014,Julio,13408
Cataluña,2014,Julio,568231
Castilla-La Mancha,2014,Julio,236705
Extremadura,2014,Junio,134650
Principado de Asturias,2014,Junio,95348
Castilla y León,2014,Junio,218619
Comunidad de Madrid,2014,Junio,505428
Islas Baleares,2014,Junio,62578
Canarias,2014,Junio,270059
Cantabria,2014,Junio,49136
Aragón,2014,Junio,98836
Comunidad Foral de Navarra,2014,Junio,47107
Galicia,2014,Junio,252310
Melilla,2014,Junio,13419
Región de Murcia,2014,Junio,137412
Andalucía,2014,Junio,1022986
La Rioja,2014,Junio,24738
País Vasco,2014,Junio,167764
Comunidad Valenciana,2014,Junio,527240
Ceuta,2014,Junio,12962
Cataluña,2014,Junio,570214
Castilla-La Mancha,2014,Junio,238895
Extremadura,2014,Marzo,149367
Principado de Asturias,2014,Marzo,103443
Castilla y León,2014,Marzo,239602
Comunidad de Madrid,2014,Marzo,546879
Islas Baleares,2014,Marzo,85718
Canarias,2014,Marzo,277498
Cantabria,2014,Marzo,55273
Aragón,2014,Marzo,108862
Comunidad Foral de Navarra,2014,Marzo,52424
Galicia,2014,Marzo,276463
Melilla,2014,Marzo,12871
Región de Murcia,2014,Marzo,149988
Andalucía,2014,Marzo,1079454
La Rioja,2014,Marzo,27860
País Vasco,2014,Marzo,178148
Comunidad Valenciana,2014,Marzo,554536
Ceuta,2014,Marzo,12990
Cataluña,2014,Marzo,624467
Castilla-La Mancha,2014,Marzo,260023
Extremadura,2014,Mayo,138143
Principado de Asturias,2014,Mayo,98603
Castilla y León,2014,Mayo,227384
Comunidad de Madrid,2014,Mayo,520863
Islas Baleares,2014,Mayo,67837
Canarias,2014,Mayo,274412
Cantabria,2014,Mayo,51569
Aragón,2014,Mayo,101942
Comunidad Foral de Navarra,2014,Mayo,49156
Galicia,2014,Mayo,263444
Melilla,2014,Mayo,12805
Región de Murcia,2014,Mayo,138922
Andalucía,2014,Mayo,1037698
La Rioja,2014,Mayo,25412
País Vasco,2014,Mayo,174867
Comunidad Valenciana,2014,Mayo,537458
Ceuta,2014,Mayo,13241
Cataluña,2014,Mayo,592304
Castilla-La Mancha,2014,Mayo,246325
Extremadura,2014,Noviembre,140440
Principado de Asturias,2014,Noviembre,98056
Castilla y León,2014,Noviembre,221577
Comunidad de Madrid,2014,Noviembre,512177
Islas Baleares,2014,Noviembre,84311
Canarias,2014,Noviembre,265385
Cantabria,2014,Noviembre,50926
Aragón,2014,Noviembre,103665
Comunidad Foral de Navarra,2014,Noviembre,47506
Galicia,2014,Noviembre,248632
Melilla,2014,Noviembre,13327
Región de Murcia,2014,Noviembre,142651
Andalucía,2014,Noviembre,1034584
La Rioja,2014,Noviembre,25120
País Vasco,2014,Noviembre,168729
Comunidad Valenciana,2014,Noviembre,522103
Ceuta,2014,Noviembre,12905
Cataluña,2014,Noviembre,581652
Castilla-La Mancha,2014,Noviembre,238370
Extremadura,2014,Octubre,141631
Principado de Asturias,2014,Octubre,98337
Castilla y León,2014,Octubre,218065
Comunidad de Madrid,2014,Octubre,516048
Islas Baleares,2014,Octubre,75513
Canarias,2014,Octubre,265791
Cantabria,2014,Octubre,49893
Aragón,2014,Octubre,105747
Comunidad Foral de Navarra,2014,Octubre,47019
Galicia,2014,Octubre,244044
Melilla,2014,Octubre,13304
Región de Murcia,2014,Octubre,143487
Andalucía,2014,Octubre,1044155
La Rioja,2014,Octubre,24323
País Vasco,2014,Octubre,170822
Comunidad Valenciana,2014,Octubre,528866
Ceuta,2014,Octubre,12952
Cataluña,2014,Octubre,587133
Castilla-La Mancha,2014,Octubre,239674
Extremadura,2014,Septiembre,138426
Principado de Asturias,2014,Septiembre,96218
Castilla y León,2014,Septiembre,211524
Comunidad de Madrid,2014,Septiembre,510581
Islas Baleares,2014,Septiembre,65093
Canarias,2014,Septiembre,266637
Cantabria,2014,Septiembre,47458
Aragón,2014,Septiembre,102904
Comunidad Foral de Navarra,2014,Septiembre,46206
Galicia,2014,Septiembre,238203
Melilla,2014,Septiembre,13382
Región de Murcia,2014,Septiembre,141714
Andalucía,2014,Septiembre,1029097
La Rioja,2014,Septiembre,23157
País Vasco,2014,Septiembre,169537
Comunidad Valenciana,2014,Septiembre,533600
Ceuta,2014,Septiembre,13108
Cataluña,2014,Septiembre,575812
Castilla-La Mancha,2014,Septiembre,224993
Extremadura,2015,Abril,128732
Principado de Asturias,2015,Abril,94434
Castilla y León,2015,Abril,208462
Comunidad de Madrid,2015,Abril,491281
Islas Baleares,2015,Abril,66756
Canarias,2015,Abril,254016
Cantabria,2015,Abril,45806
Aragón,2015,Abril,99638
Comunidad Foral de Navarra,2015,Abril,46370
Galicia,2015,Abril,244761
Melilla,2015,Abril,12364
Región de Murcia,2015,Abril,135957
Andalucía,2015,Abril,1014675
La Rioja,2015,Abril,23802
País Vasco,2015,Abril,167441
Comunidad Valenciana,2015,Abril,502532
Ceuta,2015,Abril,13405
Cataluña,2015,Abril,552974
Castilla-La Mancha,2015,Abril,229610
Extremadura,2015,Agosto,124285
Principado de Asturias,2015,Agosto,85494
Castilla y León,2015,Agosto,189271
Comunidad de Madrid,2015,Agosto,458696
Islas Baleares,2015,Agosto,54437
Canarias,2015,Agosto,242649
Cantabria,2015,Agosto,44495
Aragón,2015,Agosto,92500
Comunidad Foral de Navarra,2015,Agosto,41767
Galicia,2015,Agosto,213732
Melilla,2015,Agosto,12412
Región de Murcia,2015,Agosto,130533
Andalucía,2015,Agosto,983504
La Rioja,2015,Agosto,21101
País Vasco,2015,Agosto,155769
Comunidad Valenciana,2015,Agosto,481494
Ceuta,2015,Agosto,13262
Cataluña,2015,Agosto,506306
Castilla-La Mancha,2015,Agosto,216248
Extremadura,2015,Diciembre,129995
Principado de Asturias,2015,Diciembre,90375
Castilla y León,2015,Diciembre,201696
Comunidad de Madrid,2015,Diciembre,452352
Islas Baleares,2015,Diciembre,75784
Canarias,2015,Diciembre,247529
Cantabria,2015,Diciembre,49462
Aragón,2015,Diciembre,89284
Comunidad Foral de Navarra,2015,Diciembre,43143
Galicia,2015,Diciembre,228808
Melilla,2015,Diciembre,12012
Región de Murcia,2015,Diciembre,128074
Andalucía,2015,Diciembre,962974
La Rioja,2015,Diciembre,21821
País Vasco,2015,Diciembre,150017
Comunidad Valenciana,2015,Diciembre,461990
Ceuta,2015,Diciembre,12627
Cataluña,2015,Diciembre,515668
Castilla-La Mancha,2015,Diciembre,219897
Extremadura,2015,Enero,139889
Principado de Asturias,2015,Enero,99514
Castilla y León,2015,Enero,224869
Comunidad de Madrid,2015,Enero,506037
Islas Baleares,2015,Enero,83066
Canarias,2015,Enero,259743
Cantabria,2015,Enero,51756
Aragón,2015,Enero,103294
Comunidad Foral de Navarra,2015,Enero,49428
Galicia,2015,Enero,259002
Melilla,2015,Enero,12443
Región de Murcia,2015,Enero,144859
Andalucía,2015,Enero,1037716
La Rioja,2015,Enero,25429
País Vasco,2015,Enero,172165
Comunidad Valenciana,2015,Enero,518733
