Comunidades y Ciudades Autónomas;General. vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Canarias;Vivienda nueva;Variación anual;2010T2;-1.5
Canarias;Vivienda nueva;Variación anual;2010T1;-3.5
Canarias;Vivienda nueva;Variación anual;2009T4;-2.4
Canarias;Vivienda nueva;Variación anual;2009T3;-1.7
Canarias;Vivienda nueva;Variación anual;2009T2;-0.2
Canarias;Vivienda nueva;Variación anual;2009T1;0.8
Canarias;Vivienda nueva;Variación anual;2008T4;2.7
Canarias;Vivienda nueva;Variación anual;2008T3;6.1
Canarias;Vivienda nueva;Variación anual;2008T2;7.6
Canarias;Vivienda nueva;Variación anual;2008T1;10.1
Canarias;Vivienda nueva;Variación anual;2007T4;11.8
Canarias;Vivienda nueva;Variación anual;2007T3;13.4
Canarias;Vivienda nueva;Variación anual;2007T2;15.3
Canarias;Vivienda nueva;Variación anual;2007T1;14.9
Canarias;Vivienda nueva;Variación en lo que va de año;2019T4;2.1
Canarias;Vivienda nueva;Variación en lo que va de año;2019T3;1.5
Canarias;Vivienda nueva;Variación en lo que va de año;2019T2;0.9
Canarias;Vivienda nueva;Variación en lo que va de año;2019T1;3.1
Canarias;Vivienda nueva;Variación en lo que va de año;2018T4;5.9
Canarias;Vivienda nueva;Variación en lo que va de año;2018T3;2.4
Canarias;Vivienda nueva;Variación en lo que va de año;2018T2;1.4
Canarias;Vivienda nueva;Variación en lo que va de año;2018T1;0.3
Canarias;Vivienda nueva;Variación en lo que va de año;2017T4;6.6
Canarias;Vivienda nueva;Variación en lo que va de año;2017T3;4.4
Canarias;Vivienda nueva;Variación en lo que va de año;2017T2;3.7
Canarias;Vivienda nueva;Variación en lo que va de año;2017T1;3.3
Canarias;Vivienda nueva;Variación en lo que va de año;2016T4;5.3
Canarias;Vivienda nueva;Variación en lo que va de año;2016T3;5.6
Canarias;Vivienda nueva;Variación en lo que va de año;2016T2;7.1
Canarias;Vivienda nueva;Variación en lo que va de año;2016T1;4.4
Canarias;Vivienda nueva;Variación en lo que va de año;2015T4;6.7
Canarias;Vivienda nueva;Variación en lo que va de año;2015T3;5.0
Canarias;Vivienda nueva;Variación en lo que va de año;2015T2;6.6
Canarias;Vivienda nueva;Variación en lo que va de año;2015T1;3.1
Canarias;Vivienda nueva;Variación en lo que va de año;2014T4;0.6
Canarias;Vivienda nueva;Variación en lo que va de año;2014T3;1.5
Canarias;Vivienda nueva;Variación en lo que va de año;2014T2;1.4
Canarias;Vivienda nueva;Variación en lo que va de año;2014T1;-1.0
Canarias;Vivienda nueva;Variación en lo que va de año;2013T4;-8.4
Canarias;Vivienda nueva;Variación en lo que va de año;2013T3;-8.4
Canarias;Vivienda nueva;Variación en lo que va de año;2013T2;-9.0
Canarias;Vivienda nueva;Variación en lo que va de año;2013T1;-4.7
Canarias;Vivienda nueva;Variación en lo que va de año;2012T4;-11.9
Canarias;Vivienda nueva;Variación en lo que va de año;2012T3;-12.1
Canarias;Vivienda nueva;Variación en lo que va de año;2012T2;-8.9
Canarias;Vivienda nueva;Variación en lo que va de año;2012T1;-3.9
Canarias;Vivienda nueva;Variación en lo que va de año;2011T4;-5.9
Canarias;Vivienda nueva;Variación en lo que va de año;2011T3;-3.6
Canarias;Vivienda nueva;Variación en lo que va de año;2011T2;-0.7
Canarias;Vivienda nueva;Variación en lo que va de año;2011T1;-0.1
Canarias;Vivienda nueva;Variación en lo que va de año;2010T4;-4.2
Canarias;Vivienda nueva;Variación en lo que va de año;2010T3;-1.9
Canarias;Vivienda nueva;Variación en lo que va de año;2010T2;-0.5
Canarias;Vivienda nueva;Variación en lo que va de año;2010T1;-2.0
Canarias;Vivienda nueva;Variación en lo que va de año;2009T4;-2.4
Canarias;Vivienda nueva;Variación en lo que va de año;2009T3;-1.6
Canarias;Vivienda nueva;Variación en lo que va de año;2009T2;-1.4
Canarias;Vivienda nueva;Variación en lo que va de año;2009T1;-0.9
Canarias;Vivienda nueva;Variación en lo que va de año;2008T4;2.7
Canarias;Vivienda nueva;Variación en lo que va de año;2008T3;2.9
Canarias;Vivienda nueva;Variación en lo que va de año;2008T2;1.5
Canarias;Vivienda nueva;Variación en lo que va de año;2008T1;1.0
Canarias;Vivienda nueva;Variación en lo que va de año;2007T4;11.8
Canarias;Vivienda nueva;Variación en lo que va de año;2007T3;8.4
Canarias;Vivienda nueva;Variación en lo que va de año;2007T2;5.4
Canarias;Vivienda nueva;Variación en lo que va de año;2007T1;2.6
Canarias;Vivienda segunda mano;Índice;2019T4;117.839
Canarias;Vivienda segunda mano;Índice;2019T3;117.626
Canarias;Vivienda segunda mano;Índice;2019T2;116.472
Canarias;Vivienda segunda mano;Índice;2019T1;116.214
Canarias;Vivienda segunda mano;Índice;2018T4;114.256
Canarias;Vivienda segunda mano;Índice;2018T3;113.418
Canarias;Vivienda segunda mano;Índice;2018T2;113.035
Canarias;Vivienda segunda mano;Índice;2018T1;110.802
Canarias;Vivienda segunda mano;Índice;2017T4;109.861
Canarias;Vivienda segunda mano;Índice;2017T3;107.578
Canarias;Vivienda segunda mano;Índice;2017T2;106.544
Canarias;Vivienda segunda mano;Índice;2017T1;105.895
Canarias;Vivienda segunda mano;Índice;2016T4;103.655
Canarias;Vivienda segunda mano;Índice;2016T3;102.862
Canarias;Vivienda segunda mano;Índice;2016T2;102.621
Canarias;Vivienda segunda mano;Índice;2016T1;102.420
Canarias;Vivienda segunda mano;Índice;2015T4;100.542
Canarias;Vivienda segunda mano;Índice;2015T3;101.114
Canarias;Vivienda segunda mano;Índice;2015T2;101.365
Canarias;Vivienda segunda mano;Índice;2015T1;96.978
Canarias;Vivienda segunda mano;Índice;2014T4;97.426
Canarias;Vivienda segunda mano;Índice;2014T3;96.821
Canarias;Vivienda segunda mano;Índice;2014T2;98.132
Canarias;Vivienda segunda mano;Índice;2014T1;95.428
Canarias;Vivienda segunda mano;Índice;2013T4;96.928
Canarias;Vivienda segunda mano;Índice;2013T3;97.829
Canarias;Vivienda segunda mano;Índice;2013T2;98.912
Canarias;Vivienda segunda mano;Índice;2013T1;100.002
Canarias;Vivienda segunda mano;Índice;2012T4;103.545
Canarias;Vivienda segunda mano;Índice;2012T3;103.136
Canarias;Vivienda segunda mano;Índice;2012T2;108.399
Canarias;Vivienda segunda mano;Índice;2012T1;113.918
Canarias;Vivienda segunda mano;Índice;2011T4;120.533
Canarias;Vivienda segunda mano;Índice;2011T3;121.689
Canarias;Vivienda segunda mano;Índice;2011T2;127.012
Canarias;Vivienda segunda mano;Índice;2011T1;128.387
Canarias;Vivienda segunda mano;Índice;2010T4;132.780
Canarias;Vivienda segunda mano;Índice;2010T3;131.364
Canarias;Vivienda segunda mano;Índice;2010T2;134.762
Canarias;Vivienda segunda mano;Índice;2010T1;133.796
Canarias;Vivienda segunda mano;Índice;2009T4;135.711
Canarias;Vivienda segunda mano;Índice;2009T3;135.490
Canarias;Vivienda segunda mano;Índice;2009T2;135.835
Canarias;Vivienda segunda mano;Índice;2009T1;136.176
Canarias;Vivienda segunda mano;Índice;2008T4;139.263
Canarias;Vivienda segunda mano;Índice;2008T3;145.183
Canarias;Vivienda segunda mano;Índice;2008T2;148.449
Canarias;Vivienda segunda mano;Índice;2008T1;150.370
Canarias;Vivienda segunda mano;Índice;2007T4;150.583
Canarias;Vivienda segunda mano;Índice;2007T3;152.104
Canarias;Vivienda segunda mano;Índice;2007T2;150.970
Canarias;Vivienda segunda mano;Índice;2007T1;145.706
Canarias;Vivienda segunda mano;Variación trimestral;2019T4;0.2
Canarias;Vivienda segunda mano;Variación trimestral;2019T3;1.0
Canarias;Vivienda segunda mano;Variación trimestral;2019T2;0.2
Canarias;Vivienda segunda mano;Variación trimestral;2019T1;1.7
Canarias;Vivienda segunda mano;Variación trimestral;2018T4;0.7
Canarias;Vivienda segunda mano;Variación trimestral;2018T3;0.3
Canarias;Vivienda segunda mano;Variación trimestral;2018T2;2.0
Canarias;Vivienda segunda mano;Variación trimestral;2018T1;0.9
Canarias;Vivienda segunda mano;Variación trimestral;2017T4;2.1
Canarias;Vivienda segunda mano;Variación trimestral;2017T3;1.0
Canarias;Vivienda segunda mano;Variación trimestral;2017T2;0.6
Canarias;Vivienda segunda mano;Variación trimestral;2017T1;2.2
Canarias;Vivienda segunda mano;Variación trimestral;2016T4;0.8
Canarias;Vivienda segunda mano;Variación trimestral;2016T3;0.2
Canarias;Vivienda segunda mano;Variación trimestral;2016T2;0.2
Canarias;Vivienda segunda mano;Variación trimestral;2016T1;1.9
Canarias;Vivienda segunda mano;Variación trimestral;2015T4;-0.6
Canarias;Vivienda segunda mano;Variación trimestral;2015T3;-0.2
Canarias;Vivienda segunda mano;Variación trimestral;2015T2;4.5
Canarias;Vivienda segunda mano;Variación trimestral;2015T1;-0.5
Canarias;Vivienda segunda mano;Variación trimestral;2014T4;0.6
Canarias;Vivienda segunda mano;Variación trimestral;2014T3;-1.3
Canarias;Vivienda segunda mano;Variación trimestral;2014T2;2.8
Canarias;Vivienda segunda mano;Variación trimestral;2014T1;-1.5
Canarias;Vivienda segunda mano;Variación trimestral;2013T4;-0.9
Canarias;Vivienda segunda mano;Variación trimestral;2013T3;-1.1
Canarias;Vivienda segunda mano;Variación trimestral;2013T2;-1.1
Canarias;Vivienda segunda mano;Variación trimestral;2013T1;-3.4
Canarias;Vivienda segunda mano;Variación trimestral;2012T4;0.4
Canarias;Vivienda segunda mano;Variación trimestral;2012T3;-4.9
Canarias;Vivienda segunda mano;Variación trimestral;2012T2;-4.8
Canarias;Vivienda segunda mano;Variación trimestral;2012T1;-5.5
Canarias;Vivienda segunda mano;Variación trimestral;2011T4;-0.9
Canarias;Vivienda segunda mano;Variación trimestral;2011T3;-4.2
Canarias;Vivienda segunda mano;Variación trimestral;2011T2;-1.1
Canarias;Vivienda segunda mano;Variación trimestral;2011T1;-3.3
Canarias;Vivienda segunda mano;Variación trimestral;2010T4;1.1
Canarias;Vivienda segunda mano;Variación trimestral;2010T3;-2.5
Canarias;Vivienda segunda mano;Variación trimestral;2010T2;0.7
Canarias;Vivienda segunda mano;Variación trimestral;2010T1;-1.4
Canarias;Vivienda segunda mano;Variación trimestral;2009T4;0.2
Canarias;Vivienda segunda mano;Variación trimestral;2009T3;-0.3
Canarias;Vivienda segunda mano;Variación trimestral;2009T2;-0.3
Canarias;Vivienda segunda mano;Variación trimestral;2009T1;-2.2
Canarias;Vivienda segunda mano;Variación trimestral;2008T4;-4.1
Canarias;Vivienda segunda mano;Variación trimestral;2008T3;-2.2
Canarias;Vivienda segunda mano;Variación trimestral;2008T2;-1.3
Canarias;Vivienda segunda mano;Variación trimestral;2008T1;-0.1
