Comunidades y Ciudades Autónomas;General. vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2016T3;3.4
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2016T2;1.7
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2016T1;1.7
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2015T4;9.9
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2015T3;11.2
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2015T2;6.0
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2015T1;3.8
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2014T4;-0.6
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2014T3;1.4
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2014T2;-2.3
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2014T1;-1.2
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2013T4;-2.9
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2013T3;-3.2
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2013T2;-7.9
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2013T1;-6.7
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2012T4;-9.1
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2012T3;-7.6
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2012T2;-7.4
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2012T1;-7.4
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2011T4;-8.7
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2011T3;-2.8
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2011T2;-1.5
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2011T1;0.5
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2010T4;-0.9
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2010T3;-2.4
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2010T2;0.3
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2010T1;-1.1
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2009T4;-4.0
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2009T3;-2.7
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2009T2;-1.2
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2009T1;-1.0
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2008T4;0.6
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2008T3;2.7
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2008T2;2.3
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2008T1;-0.4
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2007T4;11.0
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2007T3;9.2
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2007T2;5.6
Islas Baleares;Vivienda nueva;Variación en lo que va de año;2007T1;1.6
Islas Baleares;Vivienda segunda mano;Índice;2019T4;133.194
Islas Baleares;Vivienda segunda mano;Índice;2019T3;134.372
Islas Baleares;Vivienda segunda mano;Índice;2019T2;128.640
Islas Baleares;Vivienda segunda mano;Índice;2019T1;127.397
Islas Baleares;Vivienda segunda mano;Índice;2018T4;126.579
Islas Baleares;Vivienda segunda mano;Índice;2018T3;126.955
Islas Baleares;Vivienda segunda mano;Índice;2018T2;122.071
Islas Baleares;Vivienda segunda mano;Índice;2018T1;118.933
Islas Baleares;Vivienda segunda mano;Índice;2017T4;119.016
Islas Baleares;Vivienda segunda mano;Índice;2017T3;118.329
Islas Baleares;Vivienda segunda mano;Índice;2017T2;112.648
Islas Baleares;Vivienda segunda mano;Índice;2017T1;109.865
Islas Baleares;Vivienda segunda mano;Índice;2016T4;108.474
Islas Baleares;Vivienda segunda mano;Índice;2016T3;108.525
Islas Baleares;Vivienda segunda mano;Índice;2016T2;104.737
Islas Baleares;Vivienda segunda mano;Índice;2016T1;103.800
Islas Baleares;Vivienda segunda mano;Índice;2015T4;102.287
Islas Baleares;Vivienda segunda mano;Índice;2015T3;102.628
Islas Baleares;Vivienda segunda mano;Índice;2015T2;99.777
Islas Baleares;Vivienda segunda mano;Índice;2015T1;95.309
Islas Baleares;Vivienda segunda mano;Índice;2014T4;95.912
Islas Baleares;Vivienda segunda mano;Índice;2014T3;94.563
Islas Baleares;Vivienda segunda mano;Índice;2014T2;92.945
Islas Baleares;Vivienda segunda mano;Índice;2014T1;92.797
Islas Baleares;Vivienda segunda mano;Índice;2013T4;94.991
Islas Baleares;Vivienda segunda mano;Índice;2013T3;94.299
Islas Baleares;Vivienda segunda mano;Índice;2013T2;93.437
Islas Baleares;Vivienda segunda mano;Índice;2013T1;93.323
Islas Baleares;Vivienda segunda mano;Índice;2012T4;98.851
Islas Baleares;Vivienda segunda mano;Índice;2012T3;100.467
Islas Baleares;Vivienda segunda mano;Índice;2012T2;102.878
Islas Baleares;Vivienda segunda mano;Índice;2012T1;104.637
Islas Baleares;Vivienda segunda mano;Índice;2011T4;113.054
Islas Baleares;Vivienda segunda mano;Índice;2011T3;117.041
Islas Baleares;Vivienda segunda mano;Índice;2011T2;121.526
Islas Baleares;Vivienda segunda mano;Índice;2011T1;121.853
Islas Baleares;Vivienda segunda mano;Índice;2010T4;126.398
Islas Baleares;Vivienda segunda mano;Índice;2010T3;126.890
Islas Baleares;Vivienda segunda mano;Índice;2010T2;127.522
Islas Baleares;Vivienda segunda mano;Índice;2010T1;128.810
Islas Baleares;Vivienda segunda mano;Índice;2009T4;128.507
Islas Baleares;Vivienda segunda mano;Índice;2009T3;127.825
Islas Baleares;Vivienda segunda mano;Índice;2009T2;129.638
Islas Baleares;Vivienda segunda mano;Índice;2009T1;131.177
Islas Baleares;Vivienda segunda mano;Índice;2008T4;137.781
Islas Baleares;Vivienda segunda mano;Índice;2008T3;145.365
Islas Baleares;Vivienda segunda mano;Índice;2008T2;150.457
Islas Baleares;Vivienda segunda mano;Índice;2008T1;150.492
Islas Baleares;Vivienda segunda mano;Índice;2007T4;153.275
Islas Baleares;Vivienda segunda mano;Índice;2007T3;155.339
Islas Baleares;Vivienda segunda mano;Índice;2007T2;153.652
Islas Baleares;Vivienda segunda mano;Índice;2007T1;148.895
Islas Baleares;Vivienda segunda mano;Variación trimestral;2019T4;-0.9
Islas Baleares;Vivienda segunda mano;Variación trimestral;2019T3;4.5
Islas Baleares;Vivienda segunda mano;Variación trimestral;2019T2;1.0
Islas Baleares;Vivienda segunda mano;Variación trimestral;2019T1;0.6
Islas Baleares;Vivienda segunda mano;Variación trimestral;2018T4;-0.3
Islas Baleares;Vivienda segunda mano;Variación trimestral;2018T3;4.0
Islas Baleares;Vivienda segunda mano;Variación trimestral;2018T2;2.6
Islas Baleares;Vivienda segunda mano;Variación trimestral;2018T1;-0.1
Islas Baleares;Vivienda segunda mano;Variación trimestral;2017T4;0.6
Islas Baleares;Vivienda segunda mano;Variación trimestral;2017T3;5.0
Islas Baleares;Vivienda segunda mano;Variación trimestral;2017T2;2.5
Islas Baleares;Vivienda segunda mano;Variación trimestral;2017T1;1.3
Islas Baleares;Vivienda segunda mano;Variación trimestral;2016T4;0.0
Islas Baleares;Vivienda segunda mano;Variación trimestral;2016T3;3.6
Islas Baleares;Vivienda segunda mano;Variación trimestral;2016T2;0.9
Islas Baleares;Vivienda segunda mano;Variación trimestral;2016T1;1.5
Islas Baleares;Vivienda segunda mano;Variación trimestral;2015T4;-0.3
Islas Baleares;Vivienda segunda mano;Variación trimestral;2015T3;2.9
Islas Baleares;Vivienda segunda mano;Variación trimestral;2015T2;4.7
Islas Baleares;Vivienda segunda mano;Variación trimestral;2015T1;-0.6
Islas Baleares;Vivienda segunda mano;Variación trimestral;2014T4;1.4
Islas Baleares;Vivienda segunda mano;Variación trimestral;2014T3;1.7
Islas Baleares;Vivienda segunda mano;Variación trimestral;2014T2;0.2
Islas Baleares;Vivienda segunda mano;Variación trimestral;2014T1;-2.3
Islas Baleares;Vivienda segunda mano;Variación trimestral;2013T4;0.7
Islas Baleares;Vivienda segunda mano;Variación trimestral;2013T3;0.9
Islas Baleares;Vivienda segunda mano;Variación trimestral;2013T2;0.1
Islas Baleares;Vivienda segunda mano;Variación trimestral;2013T1;-5.6
Islas Baleares;Vivienda segunda mano;Variación trimestral;2012T4;-1.6
Islas Baleares;Vivienda segunda mano;Variación trimestral;2012T3;-2.3
Islas Baleares;Vivienda segunda mano;Variación trimestral;2012T2;-1.7
Islas Baleares;Vivienda segunda mano;Variación trimestral;2012T1;-7.4
Islas Baleares;Vivienda segunda mano;Variación trimestral;2011T4;-3.4
Islas Baleares;Vivienda segunda mano;Variación trimestral;2011T3;-3.7
Islas Baleares;Vivienda segunda mano;Variación trimestral;2011T2;-0.3
Islas Baleares;Vivienda segunda mano;Variación trimestral;2011T1;-3.6
Islas Baleares;Vivienda segunda mano;Variación trimestral;2010T4;-0.4
Islas Baleares;Vivienda segunda mano;Variación trimestral;2010T3;-0.5
Islas Baleares;Vivienda segunda mano;Variación trimestral;2010T2;-1.0
Islas Baleares;Vivienda segunda mano;Variación trimestral;2010T1;0.2
Islas Baleares;Vivienda segunda mano;Variación trimestral;2009T4;0.5
Islas Baleares;Vivienda segunda mano;Variación trimestral;2009T3;-1.4
Islas Baleares;Vivienda segunda mano;Variación trimestral;2009T2;-1.2
Islas Baleares;Vivienda segunda mano;Variación trimestral;2009T1;-4.8
Islas Baleares;Vivienda segunda mano;Variación trimestral;2008T4;-5.2
Islas Baleares;Vivienda segunda mano;Variación trimestral;2008T3;-3.4
Islas Baleares;Vivienda segunda mano;Variación trimestral;2008T2;0.0
Islas Baleares;Vivienda segunda mano;Variación trimestral;2008T1;-1.8
Islas Baleares;Vivienda segunda mano;Variación trimestral;2007T4;-1.3
Islas Baleares;Vivienda segunda mano;Variación trimestral;2007T3;1.1
Islas Baleares;Vivienda segunda mano;Variación trimestral;2007T2;3.2
Islas Baleares;Vivienda segunda mano;Variación trimestral;2007T1;2.2
Islas Baleares;Vivienda segunda mano;Variación anual;2019T4;5.2
Islas Baleares;Vivienda segunda mano;Variación anual;2019T3;5.8
Islas Baleares;Vivienda segunda mano;Variación anual;2019T2;5.4
Islas Baleares;Vivienda segunda mano;Variación anual;2019T1;7.1
Islas Baleares;Vivienda segunda mano;Variación anual;2018T4;6.4
Islas Baleares;Vivienda segunda mano;Variación anual;2018T3;7.3
Islas Baleares;Vivienda segunda mano;Variación anual;2018T2;8.4
Islas Baleares;Vivienda segunda mano;Variación anual;2018T1;8.3
Islas Baleares;Vivienda segunda mano;Variación anual;2017T4;9.7
Islas Baleares;Vivienda segunda mano;Variación anual;2017T3;9.0
Islas Baleares;Vivienda segunda mano;Variación anual;2017T2;7.6
Islas Baleares;Vivienda segunda mano;Variación anual;2017T1;5.8
Islas Baleares;Vivienda segunda mano;Variación anual;2016T4;6.0
Islas Baleares;Vivienda segunda mano;Variación anual;2016T3;5.7
Islas Baleares;Vivienda segunda mano;Variación anual;2016T2;5.0
Islas Baleares;Vivienda segunda mano;Variación anual;2016T1;8.9
Islas Baleares;Vivienda segunda mano;Variación anual;2015T4;6.6
Islas Baleares;Vivienda segunda mano;Variación anual;2015T3;8.5
Islas Baleares;Vivienda segunda mano;Variación anual;2015T2;7.4
Islas Baleares;Vivienda segunda mano;Variación anual;2015T1;2.7
Islas Baleares;Vivienda segunda mano;Variación anual;2014T4;1.0
Islas Baleares;Vivienda segunda mano;Variación anual;2014T3;0.3
Islas Baleares;Vivienda segunda mano;Variación anual;2014T2;-0.5
Islas Baleares;Vivienda segunda mano;Variación anual;2014T1;-0.6
Islas Baleares;Vivienda segunda mano;Variación anual;2013T4;-3.9
Islas Baleares;Vivienda segunda mano;Variación anual;2013T3;-6.1
Islas Baleares;Vivienda segunda mano;Variación anual;2013T2;-9.2
Islas Baleares;Vivienda segunda mano;Variación anual;2013T1;-10.8
Islas Baleares;Vivienda segunda mano;Variación anual;2012T4;-12.6
Islas Baleares;Vivienda segunda mano;Variación anual;2012T3;-14.2
Islas Baleares;Vivienda segunda mano;Variación anual;2012T2;-15.3
Islas Baleares;Vivienda segunda mano;Variación anual;2012T1;-14.1
Islas Baleares;Vivienda segunda mano;Variación anual;2011T4;-10.6
Islas Baleares;Vivienda segunda mano;Variación anual;2011T3;-7.8
Islas Baleares;Vivienda segunda mano;Variación anual;2011T2;-4.7
Islas Baleares;Vivienda segunda mano;Variación anual;2011T1;-5.4
Islas Baleares;Vivienda segunda mano;Variación anual;2010T4;-1.6
Islas Baleares;Vivienda segunda mano;Variación anual;2010T3;-0.7
Islas Baleares;Vivienda segunda mano;Variación anual;2010T2;-1.6
Islas Baleares;Vivienda segunda mano;Variación anual;2010T1;-1.8
Islas Baleares;Vivienda segunda mano;Variación anual;2009T4;-6.7
Islas Baleares;Vivienda segunda mano;Variación anual;2009T3;-12.1
Islas Baleares;Vivienda segunda mano;Variación anual;2009T2;-13.8
Islas Baleares;Vivienda segunda mano;Variación anual;2009T1;-12.8
Islas Baleares;Vivienda segunda mano;Variación anual;2008T4;-10.1
Islas Baleares;Vivienda segunda mano;Variación anual;2008T3;-6.4
Islas Baleares;Vivienda segunda mano;Variación anual;2008T2;-2.1
Islas Baleares;Vivienda segunda mano;Variación anual;2008T1;1.1
Islas Baleares;Vivienda segunda mano;Variación anual;2007T4;5.2
Islas Baleares;Vivienda segunda mano;Variación anual;2007T3;9.1
Islas Baleares;Vivienda segunda mano;Variación anual;2007T2;10.1
Islas Baleares;Vivienda segunda mano;Variación anual;2007T1;13.9
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2019T4;5.2
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2019T3;6.2
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2019T2;1.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2019T1;0.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2018T4;6.4
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2018T3;6.7
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2018T2;2.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2018T1;-0.1
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2017T4;9.7
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2017T3;9.1
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2017T2;3.8
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2017T1;1.3
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2016T4;6.0
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2016T3;6.1
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2016T2;2.4
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2016T1;1.5
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2015T4;6.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2015T3;7.0
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2015T2;4.0
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2015T1;-0.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2014T4;1.0
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2014T3;-0.5
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2014T2;-2.2
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2014T1;-2.3
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2013T4;-3.9
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2013T3;-4.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2013T2;-5.5
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2013T1;-5.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2012T4;-12.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2012T3;-11.1
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2012T2;-9.0
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2012T1;-7.4
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2011T4;-10.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2011T3;-7.4
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2011T2;-3.9
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2011T1;-3.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2010T4;-1.6
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2010T3;-1.3
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2010T2;-0.8
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2010T1;0.2
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2009T4;-6.7
Islas Baleares;Vivienda segunda mano;Variación en lo que va de año;2009T3;-7.2
