Comunidades,Años,Trimestre,PIB
Comunidad Foral de Navarra,2016,3,19.3
Comunidad Foral de Navarra,2016,4,18.1
Comunidad Foral de Navarra,2017,1,19.3
Comunidad Foral de Navarra,2017,2,19.5
Comunidad Foral de Navarra,2017,3,19.2
Comunidad Foral de Navarra,2017,4,18.4
Comunidad Foral de Navarra,2018,1,17.9
Comunidad Foral de Navarra,2018,2,18.6
Comunidad Foral de Navarra,2018,3,18.5
Comunidad Foral de Navarra,2018,4,16.8
Comunidad Foral de Navarra,2019,1,16.4
Comunidad Foral de Navarra,2019,2,16.7
Comunidad Foral de Navarra,2019,3,16
